"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"72292023191","2000-09-13T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"77",,,"28.20",,"4.9","12","21.7","0","88","65","160","16","0.00s",,,"250","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 8824 HR MAX TEMP TIME (LST):1156 24 HR MIN TEMP (F): 6524 HR MIN TEMP TIME (LST):2019 AVERAGE STATION PRESSURE:28.20  PEAK WIND SPEED (MPH): 16 PEAK WIND DIR (DEG):160 PEAK WIND TIME (LST):1313  FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG):250 FASTEST 2MIN TIME (LST):1356 AVERAGE WIND SPEED (MPH): 4.9 24 HR AVG TEMP (F):77 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0536","1802",,
"72292023191","2000-09-14T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"69",,,"28.23",,"6.7","4","13.6","0","75","62","240","14","0.01",,,"240","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD54524 HR PRECIPITATION (IN): 0.01 24 HR MAX TEMP (F): 7524 HR MAX TEMP TIME (LST):1130 24 HR MIN TEMP (F): 6224 HR MIN TEMP TIME (LST):1943 AVERAGE STATION PRESSURE:28.23  PEAK WIND SPEED (MPH): 14 PEAK WIND DIR (DEG):240 PEAK WIND TIME (LST):1625  FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG):240 FASTEST 2MIN TIME (LST):1626 AVERAGE WIND SPEED (MPH): 6.7 24 HR AVG TEMP (F):69 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .01  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0537","1800",,
"72292023191","2000-09-15T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"77",,,"28.21",,"8.4","12","21.5","0","86","68","300","18","0.00s",,,"300","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 8624 HR MAX TEMP TIME (LST):1313 24 HR MIN TEMP (F): 6824 HR MIN TEMP TIME (LST):0132 AVERAGE STATION PRESSURE:28.21  PEAK WIND SPEED (MPH): 18 PEAK WIND DIR (DEG):300 PEAK WIND TIME (LST):1954  FASTEST 2MIN SPEED (MPH): 15FASTEST 2MIN DIR (DEG):300 FASTEST 2MIN TIME (LST):2003 AVERAGE WIND SPEED (MPH): 8.4 24 HR AVG TEMP (F):77 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0538","1759",,
"72292023191","2000-09-16T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"86",,,"28.14",,"7.3","21","30.3","0","94","77","330","14","0.00s",,,"280","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD52324 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 9424 HR MAX TEMP TIME (LST):1359 24 HR MIN TEMP (F): 7724 HR MIN TEMP TIME (LST):0040 AVERAGE STATION PRESSURE:28.14  PEAK WIND SPEED (MPH): 14 PEAK WIND DIR (DEG):330 PEAK WIND TIME (LST):1911  FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG):280 FASTEST 2MIN TIME (LST):1759 AVERAGE WIND SPEED (MPH): 7.3 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0538","1757",,
"72292023191","2000-09-17T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"83",,,"28.16",,"3.2","18","27.2","0","91","74","240","9","0.00s",,,"240","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 9124 HR MAX TEMP TIME (LST):0933 24 HR MIN TEMP (F): 7424 HR MIN TEMP TIME (LST):2019 AVERAGE STATION PRESSURE:28.16  PEAK WIND SPEED (MPH):  9 PEAK WIND DIR (DEG):240 PEAK WIND TIME (LST):1645  FASTEST 2MIN SPEED (MPH):  8FASTEST 2MIN DIR (DEG):240 FASTEST 2MIN TIME (LST):1646 AVERAGE WIND SPEED (MPH): 3.2 24 HR AVG TEMP (F):83 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0539","1756",,
"72292023191","2000-09-18T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"81",,,"28.20",,"5.3","16","25.1","0","89","72","250","13","0.00s",,,"240","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 8924 HR MAX TEMP TIME (LST):0942 24 HR MIN TEMP (F): 7224 HR MIN TEMP TIME (LST):2345 AVERAGE STATION PRESSURE:28.20  PEAK WIND SPEED (MPH): 13 PEAK WIND DIR (DEG):250 PEAK WIND TIME (LST):1319  FASTEST 2MIN SPEED (MPH): 12FASTEST 2MIN DIR (DEG):240 FASTEST 2MIN TIME (LST):1320 AVERAGE WIND SPEED (MPH): 5.3 24 HR AVG TEMP (F):81 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0540","1755",,
"72292023191","2000-09-19T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"69",,,"28.12",,"4.1","4","12.9","0","81","57","230","10","0.00s",,,"230","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 8124 HR MAX TEMP TIME (LST):1441 24 HR MIN TEMP (F): 5724 HR MIN TEMP TIME (LST):2311 AVERAGE STATION PRESSURE:28.12  PEAK WIND SPEED (MPH): 10 PEAK WIND DIR (DEG):230 PEAK WIND TIME (LST):1614  FASTEST 2MIN SPEED (MPH):  9FASTEST 2MIN DIR (DEG):230 FASTEST 2MIN TIME (LST):1614 AVERAGE WIND SPEED (MPH): 4.1 24 HR AVG TEMP (F):69 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0540","1753",,
"72292023191","2000-09-20T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"64",,,"28.09",,"5.6","0","7.8","1","70","57","300","15","0.00s",,,"250","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 7024 HR MAX TEMP TIME (LST):1257 24 HR MIN TEMP (F): 5724 HR MIN TEMP TIME (LST):0145 AVERAGE STATION PRESSURE:28.09  PEAK WIND SPEED (MPH): 15 PEAK WIND DIR (DEG):300 PEAK WIND TIME (LST):1226  FASTEST 2MIN SPEED (MPH): 12FASTEST 2MIN DIR (DEG):250 FASTEST 2MIN TIME (LST):1335 AVERAGE WIND SPEED (MPH): 5.6 24 HR AVG TEMP (F):64 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0541","1752",,
"72292023191","2000-09-21T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"62",,,"28.05",,"6.2","0","5.7","3","65","58","240","15","0.00s",,,"260","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 6524 HR MAX TEMP TIME (LST):1221 24 HR MIN TEMP (F): 5824 HR MIN TEMP TIME (LST):2350 AVERAGE STATION PRESSURE:28.05  PEAK WIND SPEED (MPH): 15 PEAK WIND DIR (DEG):240 PEAK WIND TIME (LST):1409  FASTEST 2MIN SPEED (MPH): 12FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):1519 AVERAGE WIND SPEED (MPH): 6.2 24 HR AVG TEMP (F):62 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0542","1751",,
"72292023191","2000-09-22T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"61",,,"28.07",,"8.3","0","4.5","4","64","57","220","18","0.09",,,"230","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD54524 HR PRECIPITATION (IN): 0.09 24 HR MAX TEMP (F): 6424 HR MAX TEMP TIME (LST):1033 24 HR MIN TEMP (F): 5724 HR MIN TEMP TIME (LST):2108 AVERAGE STATION PRESSURE:28.07  PEAK WIND SPEED (MPH): 18 PEAK WIND DIR (DEG):220 PEAK WIND TIME (LST):2004  FASTEST 2MIN SPEED (MPH): 15FASTEST 2MIN DIR (DEG):230 FASTEST 2MIN TIME (LST):1958 AVERAGE WIND SPEED (MPH): 8.3 24 HR AVG TEMP (F):61 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00   T    T    T    T    T   .01  .04   T   .00  .00  .03   T    T   .00  .00   T   .01","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0542","1749",,
"72292023191","2000-09-23T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"59",,,"28.23",,"5.6","0","2.4","6","63","55","230","16","0.02",,,"240","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD52324 HR PRECIPITATION (IN): 0.02 24 HR MAX TEMP (F): 6324 HR MAX TEMP TIME (LST):1352 24 HR MIN TEMP (F): 5524 HR MIN TEMP TIME (LST):0607 AVERAGE STATION PRESSURE:28.23  PEAK WIND SPEED (MPH): 16 PEAK WIND DIR (DEG):230 PEAK WIND TIME (LST):0103  FASTEST 2MIN SPEED (MPH): 14FASTEST 2MIN DIR (DEG):240 FASTEST 2MIN TIME (LST):0054 AVERAGE WIND SPEED (MPH): 5.6 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.02   T    T    T   .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0543","1748",,
"72292023191","2000-09-24T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"63",,,"28.31",,"5.6","0","6.2","2","69","57","260","16","0.00s",,,"230","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 6924 HR MAX TEMP TIME (LST):1328 24 HR MIN TEMP (F): 5724 HR MIN TEMP TIME (LST):0129 AVERAGE STATION PRESSURE:28.31  PEAK WIND SPEED (MPH): 16 PEAK WIND DIR (DEG):260 PEAK WIND TIME (LST):1517  FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG):230 FASTEST 2MIN TIME (LST):1934 AVERAGE WIND SPEED (MPH): 5.6 24 HR AVG TEMP (F):63 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0544","1746",,
"72292023191","2000-09-25T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"69",,,"28.26",,"7.9","4","12.1","0","77","61","330","14","0.00s",,,"250","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 7724 HR MAX TEMP TIME (LST):1427 24 HR MIN TEMP (F): 6124 HR MIN TEMP TIME (LST):0355 AVERAGE STATION PRESSURE:28.26  PEAK WIND SPEED (MPH): 14 PEAK WIND DIR (DEG):330 PEAK WIND TIME (LST):2201  FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG):250 FASTEST 2MIN TIME (LST):1835 AVERAGE WIND SPEED (MPH): 7.9 24 HR AVG TEMP (F):69 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0544","1745",,
"72292023191","2000-09-26T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"67",,,"28.24",,"5.7","2","9.9","0","75","59","240","14","0.00s",,,"240","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 7524 HR MAX TEMP TIME (LST):1118 24 HR MIN TEMP (F): 5924 HR MIN TEMP TIME (LST):1912 AVERAGE STATION PRESSURE:28.24  PEAK WIND SPEED (MPH): 14 PEAK WIND DIR (DEG):240 PEAK WIND TIME (LST):1611  FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG):240 FASTEST 2MIN TIME (LST):1612 AVERAGE WIND SPEED (MPH): 5.7 24 HR AVG TEMP (F):67 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0545","1744",,
"72292023191","2000-09-27T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"63",,,"28.31",,"4.7","0","5.8","2","67","58","300","14","0.00s",,,"260","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 6724 HR MAX TEMP TIME (LST):1201 24 HR MIN TEMP (F): 5824 HR MIN TEMP TIME (LST):2359 AVERAGE STATION PRESSURE:28.31  PEAK WIND SPEED (MPH): 14 PEAK WIND DIR (DEG):300 PEAK WIND TIME (LST):1339  FASTEST 2MIN SPEED (MPH): 10FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):2221 AVERAGE WIND SPEED (MPH): 4.7 24 HR AVG TEMP (F):63 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0546","1742",,
"72292023191","2000-09-28T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"62",,,"28.27",,"6.7","0","4.6","3","68","56","250","16","0.01",,,"260","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD60524 HR PRECIPITATION (IN): 0.01 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 6824 HR MAX TEMP TIME (LST):1034 24 HR MIN TEMP (F): 5624 HR MIN TEMP TIME (LST):0540 AVERAGE STATION PRESSURE:28.27  PEAK WIND SPEED (MPH): 16 PEAK WIND DIR (DEG):250 PEAK WIND TIME (LST):1719  FASTEST 2MIN SPEED (MPH): 15FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):1710 AVERAGE WIND SPEED (MPH): 6.7 24 HR AVG TEMP (F):62 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .01  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0546","1741",,
"72292023191","2000-09-29T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"62",,,"28.18",,"5.2","0","4.5","3","69","55","250","15","0.01",,,"240","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD60524 HR PRECIPITATION (IN): 0.01 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 6924 HR MAX TEMP TIME (LST):1014 24 HR MIN TEMP (F): 5524 HR MIN TEMP TIME (LST):0525 AVERAGE STATION PRESSURE:28.18  PEAK WIND SPEED (MPH): 15 PEAK WIND DIR (DEG):250 PEAK WIND TIME (LST):1459  FASTEST 2MIN SPEED (MPH): 12FASTEST 2MIN DIR (DEG):240 FASTEST 2MIN TIME (LST):1505 AVERAGE WIND SPEED (MPH): 5.2 24 HR AVG TEMP (F):62 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .01  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0547","1740",,
"72292023191","2000-09-30T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"63",,,"28.15",,"4.9","0","5.4","2","67","58","070","10","0.00s",,,"090","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 6724 HR MAX TEMP TIME (LST):1035 24 HR MIN TEMP (F): 5824 HR MIN TEMP TIME (LST):2354 AVERAGE STATION PRESSURE:28.15  PEAK WIND SPEED (MPH): 10 PEAK WIND DIR (DEG): 70 PEAK WIND TIME (LST):2040  FASTEST 2MIN SPEED (MPH):  9FASTEST 2MIN DIR (DEG): 90 FASTEST 2MIN TIME (LST):2000 AVERAGE WIND SPEED (MPH): 4.9 24 HR AVG TEMP (F):63 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0548","1738",,
"72292023191","2000-09-30T23:59:00","SOM  ","6","6.0",,,,,,,,,,,,"148",,,,,,,,,,,,,,,,,,,,,,"132","42",,,,,,,,,,,,,,,,,,,"6s","0","0","3s","0","0","12.8","139","-246","13.4","12.2","-0.56s",,"0.11s","22-22",,,,,"30.07","27","1048","75.9","68.5","29.68","19","1828","61.1","29.88","28.20","0.15s",,,"9","288","SOM727PCP MTOT: 0.15 DEPNRM:-1.79 PCP GT 24HRS: 0.11 DATE(S):222+ DAYS W/PCP >=.01: 6 DAYS W/PCP >=.10: 0 DAYS W/PCP >=1.00:  MSDP AMTS W/DATE-TIME TAGS:MIN:5  .02  23/0039 MIN:10  .02  23/0039 MIN:15  .02  23/0039 MIN:20  .02  23/0039 MIN:30  .03  22/1331 MIN:45  .04  22/1331 MIN:60  .04  22/1331 MIN:80  .05  22/1331 MIN:100  .05  22/1331 MIN:120  .05  22/1331 MIN:150  .05  22/1331 MIN:180  .05  22/1331 SN GT DP ON GRND:0 - DATE(S):0  AVG DLY MIN: 61.1 AVG DLY MAX: 75.9 AVG MLY TMP: 68.5 DAYS MAX <=32:  DAYS MAX >=70: 3 DAYS MAX >=90: 3 DAYS MIN <=32: 0 DAYS MIN  <=0: 0 AVG STP:28.20  AVG SLP:29.88  LWST SLP:29.68 DATE/TIME:191828 HGST SLP:30.07 DATE/TIME:271048 HDD MTH TOT:  38 DEP NORM:-188 CDD MTH TOT: 153 DEP NORM: 153","SOM  ","6","2000-09-23 00:39","2000-09-23 00:39","2000-09-23 00:39","2000-09-23 00:39","2000-09-22 13:31","2000-09-22 13:31","2000-09-22 13:31","2000-09-22 13:31","2000-09-22 13:31","2000-09-22 13:31","2000-09-22 13:31","2000-09-22 13:31","0.02","0.02","0.02","0.02","0.03","0.04","0.04","0.05","0.05","0.05","0.05","0.05",,,,
"72292023191","2000-10-01T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"64s",,,"28.20",,"3.6","0s","6.2s","1s","70","57s","230","12","0.01s",,,"230","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD60524 HR PRECIPITATION (IN): 0.01 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 7024 HR MAX TEMP TIME (LST):1342 24 HR MIN TEMP (F): 5724 HR MIN TEMP TIME (LST):1914 AVERAGE STATION PRESSURE:28.20  PEAK WIND SPEED (MPH): 12 PEAK WIND DIR (DEG):230 PEAK WIND TIME (LST):1526  FASTEST 2MIN SPEED (MPH): 10FASTEST 2MIN DIR (DEG):230 FASTEST 2MIN TIME (LST):1533 AVERAGE WIND SPEED (MPH): 3.6 24 HR AVG TEMP (F):64 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.01  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0549","1737",,
"72292023191","2000-10-02T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"63",,,"28.22",,"6.4","0","5.1","2","71","55","240","15","0.00",,,"240","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 7124 HR MAX TEMP TIME (LST):1148 24 HR MIN TEMP (F): 5524 HR MIN TEMP TIME (LST):2347 AVERAGE STATION PRESSURE:28.22  PEAK WIND SPEED (MPH): 15 PEAK WIND DIR (DEG):240 PEAK WIND TIME (LST):1455  FASTEST 2MIN SPEED (MPH): 14FASTEST 2MIN DIR (DEG):240 FASTEST 2MIN TIME (LST):1413 AVERAGE WIND SPEED (MPH): 6.4 24 HR AVG TEMP (F):63 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0549","1736",,
